file	context	selector	property	old_value	final_value	old_rule	final_rule
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair:hover, #trendingMaster .trending-pair:focus-within	box-shadow	0 14px 28px rgba(0, 0, 0, .26),     0 0 0 1px rgba(255,255,255,.03),     0 0 24px color-mix(in srgb, var(--avt-rank-color) 10%, transparent)	0 13px 28px rgba(0,0,0,.28), 0 0 18px color-mix(in srgb, var(--avt-rank-color) 7%, transparent)	38	96
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	animation	avtBubbleDrift 12s ease-in-out infinite alternate	avtParticlesRise 7.5s linear infinite	43	91
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair .avt-caption::before	content	""	none	50	56
src/css/trending/04-trending-refinements.css		#trendingMaster .avt-caption	position	relative	relative	61	110
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	content	""	""	65	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	box-shadow	inset 0 0 0 1px rgba(255,255,255,.04), inset 0 1px 0 rgba(255,255,255,.05), inset 0 -12px 22px rgba(0,0,0,.08)	inset 0 0 0 1px rgba(255,255,255,.035), inset 0 1px 0 rgba(255,255,255,.05)	65	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	opacity	.34	.72	71	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	animation	avtAuroraEdge 9s linear infinite	avtCornerPulse 3.4s ease-in-out infinite alternate	71	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair:hover::before, #trendingMaster .trending-pair:focus-within::before	opacity	.78	1	74	95
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	background	conic-gradient(from 0deg, transparent 0deg 36deg, rgba(255,255,255,.04) 50deg, #7de1d0 72deg, color-mix(in srgb, var(--avt-rank-color) 76%, #d7c995) 88deg, rgba(88,126,184,.72) 106deg, transparent 128deg 360deg)	radial-gradient(circle at 9% 9%, color-mix(in srgb, var(--avt-rank-color) 26%, transparent), transparent 14%),     radial-gradient(circle at 91% 91%, rgba(125,225,208,.16), transparent 16%)	80	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	-webkit-mask	linear-gradient(#000 0 0) content-box, linear-gradient(#000 0 0)	none	80	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	mask	linear-gradient(#000 0 0) content-box, linear-gradient(#000 0 0)	none	80	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::before	filter	drop-shadow(0 0 4px rgba(125,225,208,.42)) drop-shadow(0 0 9px color-mix(in srgb, var(--avt-rank-color) 22%, transparent))	none	80	93
src/css/trending/04-trending-refinements.css		#trendingMaster .trending-pair::after	filter	blur(12px)	none	82	91
src/css/trending/05-trending-effects.css		#trendingMaster .avt-v31-fx::after	content	""	""	6	53
src/css/trending/05-trending-effects.css		#trendingMaster .avt-v31-fx::after	animation	avtV31BottomGlow 3.1s ease-in-out infinite	avtV33GlassSweep 5.8s ease-in-out infinite	6	53
