file	context	selector	property	old_value	final_value	old_rule	final_rule
src/css/com/03-comments-refinement.css		.av10-series-copy strong	white-space	normal	nowrap	15	48
src/css/com/03-comments-refinement.css		.av10-series-arrow	width	28px	22px	16	98
src/css/com/03-comments-refinement.css		.av10-series-arrow	height	28px	22px	16	98
src/css/com/03-comments-refinement.css		.av10-series-arrow	font-size	18px	15px	16	61
src/css/com/03-comments-refinement.css		.av10-text	font-size	12px	12.7px	18	96
src/css/com/03-comments-refinement.css		.av10-text	font-size	11.9px	12.7px	53	96
src/css/com/03-comments-refinement.css		.av10-text	font-size	11.6px	12.7px	68	96
src/css/com/03-comments-refinement.css		.av10-text	font-size	11.3px	12.7px	79	96
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-card	height	408px	382px	23	81
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-card	height	390px	382px	70	81
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-name	font-size	15px	16.2px	27	118
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-time	font-size	9px	10px	28	119
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-series	flex-basis	68px	50px	29	63
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-series	height	68px	50px	29	63
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-series	width	calc(100% - 12px)	calc(100% - 28px)	29	63
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-series-copy strong	font-size	11.1px	11.5px	30	92
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-series-copy strong	font-size	11px	11.5px	64	92
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-text	font-size	11.8px	12.8px	31	106
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-text	font-size	11.4px	12.8px	72	106
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-text	font-size	11.1px	12.8px	84	106
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-text	font-size	11.9px	12.8px	91	106
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-text	font-size	12.3px	12.8px	99	106
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-card	height	424px	388px	35	85
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-card	height	412px	388px	55	85
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-card	height	398px	388px	73	85
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-name	font-size	15.4px	16.4px	38	120
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-series	flex-basis	70px	52px	39	65
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-series	flex-basis	58px	52px	56	65
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-series	height	70px	52px	39	65
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-series	height	58px	52px	56	65
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-series-copy strong	font-size	11.4px	11.6px	40	94
src/css/com/03-comments-refinement.css		.av10-series::before	top	11px	10px	45	58
src/css/com/03-comments-refinement.css		.av10-series::before	bottom	11px	10px	45	58
src/css/com/03-comments-refinement.css		.av10-body	padding	10px 13px 10px	8px 13px 8px	67	78
src/css/com/03-comments-refinement.css		.av10-symbol	font-size	40px	36px	69	80
src/css/com/03-comments-refinement.css		.av10-symbol	bottom	4px	6px	69	80
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-body	padding-top	9px	8px	71	83
src/css/com/03-comments-refinement.css	@media (max-width: 1510px)	.av10-body	padding-bottom	9px	8px	71	83
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-text	font-size	11.5px	12.9px	74	108
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-text	font-size	12px	12.9px	93	108
src/css/com/03-comments-refinement.css	@media (max-width: 620px)	.av10-text	font-size	12.4px	12.9px	101	108
src/css/com/03-comments-refinement.css		.av10-text	line-height	1.46	1.54	79	96
src/css/com/04-comments-header.css		.com-category-selector .com-cat-arrow	width	18px	14px	18	39
src/css/com/04-comments-header.css		.com-category-selector .com-cat-arrow	width	16px	14px	28	39
src/css/com/04-comments-header.css		.com-category-selector .com-cat-arrow	height	18px	14px	18	39
src/css/com/04-comments-header.css		.com-category-selector .com-cat-arrow	height	16px	14px	28	39
src/css/com/04-comments-header.css		.com-category-selector .com-cat-arrow	font-size	17px	14px	18	39
src/css/com/04-comments-header.css		.com-category-selector .com-cat-label	font-size	8.7px	8.4px	27	38
src/css/com/04-comments-header.css	@media (max-width: 990px)	.comentarii-title-line	gap	8px	6px	29	42
src/css/com/04-comments-header.css	@media (max-width: 990px)	.com-category-selector	width	86px	74px	30	43
src/css/com/04-comments-header.css	@media (max-width: 990px)	.com-category-selector	min-width	86px	74px	30	43
src/css/com/06-comments-art.css		.av10-series:not(#__av_prio_a#__av_prio_b)	flex	0 0 68px	0 0 58px	27	39
src/css/com/06-comments-art.css		.av10-series:not(#__av_prio_a#__av_prio_b)	height	68px	58px	27	39
src/css/com/06-comments-art.css		.av10-series:not(#__av_prio_a#__av_prio_b)	align-items	start	center	27	39
src/css/com/06-comments-art.css		.av10-series:not(#__av_prio_a#__av_prio_b)	padding	9px 8px 8px 12px	8px 8px 8px 12px	27	39
src/css/com/06-comments-art.css		.av10-series-copy strong:not(#__av_prio_a#__av_prio_b)	margin-top	4px	2px	29	56
src/css/com/06-comments-art.css		.av10-series-copy strong:not(#__av_prio_a#__av_prio_b)	margin-top	3px	2px	42	56
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	margin-top	4px	1px	30	61
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	margin-top	3px	1px	43	61
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	margin-top	2px	1px	57	61
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	font-size	7.2px	9.5px	30	43
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	font-weight	760	800	30	43
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	line-height	1.1	1.05	30	43
src/css/com/06-comments-art.css		.av10-series-meta:not(#__av_prio_a#__av_prio_b)	letter-spacing	0.04em	0.03em	30	43
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-card:not(#__av_prio_a#__av_prio_b)	height	360px	352px	32	45
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	66px	53px	33	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	56px	53px	46	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	49px	53px	58	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	66px	53px	33	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	56px	53px	46	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	49px	53px	58	65
src/css/com/06-comments-art.css	@media (max-width: 1510px)	.av10-series-meta:not(#__av_prio_a#__av_prio_b)	font-size	7px	8.2px	34	49
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-card:not(#__av_prio_a#__av_prio_b)	height	370px	362px	35	50
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	64px	53px	36	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	55px	53px	51	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	flex-basis	49px	53px	59	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	64px	53px	36	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	55px	53px	51	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series:not(#__av_prio_a#__av_prio_b)	height	49px	53px	59	67
src/css/com/06-comments-art.css	@media (max-width: 620px)	.av10-series-meta:not(#__av_prio_a#__av_prio_b)	font-size	6.8px	8px	37	54
src/css/components/UPC.css		.carousel-collection .card-back-inner	padding	18px 14px 0	13px 12px 0	58	80
src/css/components/UPC.css		.carousel-collection .card-title	font-size	17px	18px	59	84
src/css/components/UPC.css		.carousel-collection .card-title	line-height	1.12	1.08	59	84
src/css/components/UPC.css		.carousel-collection .card-title	letter-spacing	-.02em	-.035em	59	84
src/css/components/UPC.css		.carousel-collection .card-title	text-align	center	left	59	84
src/css/components/UPC.css		.carousel-collection .card-back-sep	margin	10px 0 12px	8px 0 9px	60	85
src/css/components/UPC.css		.carousel-collection .card-back-meta	margin	0 0 12px	0 0 9px	64	86
src/css/components/UPC.css		.carousel-collection .card-back-meta-label	letter-spacing	.16em	.10em	67	90
src/css/components/UPC.css		.carousel-collection .card-back-btn	height	36px	31px	70	96
src/css/components/UPC.css		.carousel-collection .card-back-btn	margin	10px 12px 12px	8px 12px 11px	70	96
src/css/components/UPC.css		.carousel-collection .card-back-btn	border-radius	999px	9px	70	96
src/css/components/UPC.css		.carousel-collection .card-back-btn	letter-spacing	.17em	.06em	70	96
src/css/components/UPC.css		.carousel-collection .av-card-front-meta .av-front-dot	width	3px	3.5px	76	319
src/css/components/UPC.css		.carousel-collection .av-card-front-meta .av-front-dot	height	3px	3.5px	76	319
src/css/components/UPC.css	@media (max-width: 700px)	.carousel-collection.av-entertainment-shell	margin-bottom	24px	0	103	325
src/css/components/UPC.css		.carousel-collection .av-back-topline	gap	6px	5px	118	161
src/css/components/UPC.css		.carousel-collection .av-back-topline	font-size	6.4px	5.7px	118	161
src/css/components/UPC.css		.carousel-collection .av-back-topline	letter-spacing	.10em	.08em	118	161
src/css/components/UPC.css		.carousel-collection .av-back-topline i	width	18px	14px	119	162
src/css/components/UPC.css		.carousel-collection .av-back-rating	font-size	10px	8.8px	120	163
src/css/components/UPC.css		.carousel-collection .av-back-name	font-size	14px	12.5px	121	164
src/css/components/UPC.css		.carousel-collection .av-back-name	line-height	1.08	1.03	121	164
src/css/components/UPC.css		.carousel-collection .av-back-stat small, .carousel-collection .av-back-center small	margin-bottom	3px	2px	124	166
src/css/components/UPC.css		.carousel-collection .av-back-stat small, .carousel-collection .av-back-center small	font-size	5.6px	5px	124	166
src/css/components/UPC.css		.carousel-collection .av-back-stat strong	font-size	8px	7.1px	125	167
src/css/components/UPC.css		.carousel-collection .av-back-center	width	56px	48px	126	168
src/css/components/UPC.css		.carousel-collection .av-back-center	height	56px	48px	126	168
src/css/components/UPC.css		.carousel-collection .av-back-center	border-radius	16px	14px	126	168
src/css/components/UPC.css		.carousel-collection .av-back-center b	font-size	24px	20px	127	169
src/css/components/UPC.css		.carousel-collection .av-back-center span	margin-top	3px	2px	128	170
src/css/components/UPC.css		.carousel-collection .av-back-center span	font-size	4.8px	4.1px	128	170
src/css/components/UPC.css		.carousel-collection .av-back-description::before	top	7px	6px	130	172
src/css/components/UPC.css		.carousel-collection .av-back-description::before	font-size	5.4px	4.9px	130	172
src/css/components/UPC.css		.carousel-collection .av-back-footer-info i	height	18px	16px	133	175
src/css/components/UPC.css		.carousel-collection .av-back-footer-info small	margin-bottom	2px	1px	134	176
src/css/components/UPC.css		.carousel-collection .av-back-footer-info small	font-size	5.4px	4.7px	134	176
src/css/components/UPC.css		.carousel-collection .av-back-footer-info strong	font-size	7.7px	6.7px	135	177
src/css/components/UPC.css		.carousel-collection .av-back-watch, .carousel-collection .av-back-plus	height	31px	27px	140	179
src/css/components/UPC.css		.carousel-collection .av-back-watch, .carousel-collection .av-back-plus	border-radius	8px	7px	140	179
src/css/components/UPC.css		.carousel-collection .av-back-watch	font-size	7.5px	6.5px	141	180
src/css/components/UPC.css		.carousel-collection .av-back-plus	font-size	18px	15px	142	181
src/css/components/UPC.css		.carousel-collection .av31-category	font-size	7.6px	7.8px	187	204
src/css/components/UPC.css		.carousel-collection .av31-category	letter-spacing	.10em	.095em	187	204
src/css/components/UPC.css		.carousel-collection .av31-back-head h3	font-size	16px	16.5px	189	206
src/css/components/UPC.css		.carousel-collection .av31-back-head h3	line-height	1.08	1	189	206
src/css/components/UPC.css		.carousel-collection .av31-facts .av31-episode	min-width	48px	0	194	209
src/css/components/UPC.css		.carousel-collection .av31-facts .av31-episode	grid-template-columns	auto auto	none	194	209
src/css/components/UPC.css		.carousel-collection .av31-facts .av31-episode	border-radius	999px	9px	194	209
src/css/components/UPC.css		.carousel-collection .av31-description > strong	font-size	6.2px	6.4px	197	214
src/css/components/UPC.css		.carousel-collection .av31-description > strong	letter-spacing	.10em	.09em	197	214
src/css/components/UPC.css		.carousel-collection .av31-description p	font-size	8.2px	8.5px	198	215
src/css/components/UPC.css		.carousel-collection .av31-description p	font-weight	560	600	198	215
src/css/components/UPC.css		.carousel-collection .av31-description p	line-height	1.38	1.36	198	215
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-info	gap	4px	3px	252	289
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-info small, .av-card-popover-wrap .av-popup-center small	letter-spacing	.08em	.085em	253	290
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-center	width	56px	58px	255	292
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-center	height	44px	46px	255	292
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-desc small	margin-bottom	5px	6px	258	295
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-desc p	text-align	center	left	259	296
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-footer i	height	22px	20px	262	298
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-footer small	margin-bottom	3px	2px	263	299
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-footer small	letter-spacing	.08em	.085em	263	299
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-watch	height	36px	32px	266	301
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-watch	min-height	36px	32px	266	301
src/css/components/UPC.css		.av-card-popover-wrap .av-popup-watch	border-radius	10px	9px	266	301
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-panel	grid-template-rows	15px             23px             54px             minmax(74px, 1fr)             32px             34px	16px             22px             52px             minmax(68px, 1fr)             28px             30px	269	304
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-category	font-size	8px	9px	270	305
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-rating	font-size	12px	11.5px	271	306
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-title	font-size	17px	17.5px	272	307
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-trio	height	54px	52px	273	308
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-trio	grid-template-columns	minmax(0, 1fr) 52px minmax(0, 1fr)	minmax(0, 1fr) 54px minmax(0, 1fr)	273	308
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-trio	padding	5px	4px 6px	273	308
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-center	width	50px	52px	274	309
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-center	height	40px	42px	274	309
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-center b	font-size	22px	24px	275	310
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-info strong	font-size	11px	12px	276	311
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-desc p	font-size	9.4px	8.8px	278	313
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-footer	height	32px	28px	279	314
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-footer strong	font-size	8.3px	8px	280	315
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-watch	height	34px	30px	281	316
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-watch	min-height	34px	30px	281	316
src/css/components/UPC.css	@media (max-width: 720px)	.av-card-popover-wrap .av-popup-watch	font-size	9.5px	9.2px	281	316
src/css/components/footer.css		.avf-hero-copy	max-width	870px	1040px	8	78
src/css/components/footer.css		.avf-brand	margin-bottom	22px	14px	9	176
src/css/components/footer.css		.avf-logo	width	82px	var(--avf-logo-size)	10	180
src/css/components/footer.css		.avf-logo	height	82px	var(--avf-logo-size)	10	180
src/css/components/footer.css		.avf-brand-copy strong	font-size	11px	var(--avf-brand-title-size)	12	181
src/css/components/footer.css		.avf-brand-copy span	margin-top	6px	8px	13	161
src/css/components/footer.css		.avf-brand-copy span	font-size	9px	var(--avf-tagline-size)	13	182
src/css/components/footer.css		.avf-brand-copy span	font-size	10.5px	var(--avf-tagline-size)	157	182
src/css/components/footer.css		.avf-brand-copy span	font-size	11.5px	var(--avf-tagline-size)	161	182
src/css/components/footer.css		.avf-brand-copy span	font-weight	800	600	13	157
src/css/components/footer.css		.avf-headline	max-width	790px	none	14	80
src/css/components/footer.css		.avf-headline	gap	7px	8px	14	80
src/css/components/footer.css		.avf-headline-top, .avf-headline-bottom	font-size	clamp(35px, 3.7vw, 64px)	var(--avf-headline-size)	15	183
src/css/components/footer.css		.avf-headline-top, .avf-headline-bottom	font-size	clamp(30px, 3vw, 52px)	var(--avf-headline-size)	81	183
src/css/components/footer.css		.avf-character	max-height	355px	350px	24	184
src/css/components/footer.css		.avf-nav-column	padding	0 24px	0 28px	40	118
src/css/components/footer.css		.avf-nav-column	padding	0 20px	0 28px	83	118
src/css/components/footer.css		.avf-nav-column strong	margin-bottom	13px	16px	42	119
src/css/components/footer.css		.avf-nav-column strong	margin-bottom	15px	16px	84	119
src/css/components/footer.css		.avf-nav-column strong	font-size	11.5px	var(--avf-label-size)	42	189
src/css/components/footer.css		.avf-bottom p	max-width	720px	1160px	46	97
src/css/components/footer.css		.avf-bottom p	line-height	1.7	1.68	46	97
src/css/components/footer.css		.avf-bottom strong	font-weight	850	900	47	98
src/css/components/footer.css	@media (max-width: 820px)	.avf-hero	padding	28px 20px 10px	18px 20px 10px	52	106
src/css/components/footer.css	@media (max-width: 820px)	.avf-headline-top, .avf-headline-bottom	font-size	clamp(34px, 10vw, 44px)	clamp(16px, 5.25vw, 28px)	54	109
src/css/components/footer.css	@media (max-width: 820px)	.avf-outline-word	top	20%	92px	55	116
src/css/components/footer.css	@media (max-width: 820px)	.avf-character	max-height	290px	310px	58	199
src/css/components/footer.css	@media (max-width: 820px)	.avf-nav-column	padding	12px 6px	13px 6px	65	137
src/css/components/footer.css		.avf-social-item:not(#__av_prio_a#__av_prio_b)	width	100%	max-content	88	123
src/css/components/footer.css		.avf-social-item:not(#__av_prio_a#__av_prio_b)	max-width	255px	100%	88	123
src/css/components/footer.css		.avf-bottom p	font-size	11.5px	12px	97	192
src/css/components/footer.css	@media (max-width: 820px)	.avf-brand	margin-bottom	28px	22px	107	198
src/css/components/footer.css	@media (max-width: 820px)	.avf-social-item:not(#__av_prio_a#__av_prio_b)	max-width	360px	100%	111	138
src/css/components/footer.css		.avf-social-item-icon:not(#__av_prio_a#__av_prio_b)	width	27px	30px	126	191
src/css/components/footer.css		.avf-social-item-icon:not(#__av_prio_a#__av_prio_b)	height	27px	30px	126	191
src/css/components/footer.css		.avf-az-title::after	font-size	10.5px	11.5px	141	188
src/css/components/footer.css		.avf-brand-copy span	line-height	1.35	1.32	157	161
src/css/components/footer.css	@media (max-width: 820px)	.avf-brand-copy strong	font-size	13px	14px	158	164
src/css/components/footer.css	@media (max-width: 820px)	.avf-brand-copy span	font-size	10px	10.5px	159	165
src/css/main/03-navigation.css		.top-sugestii-panel .ts-category-track	width	274px	max-content	19	75
src/css/main/03-navigation.css		.top-sugestii-panel .ts-category-track	height	42px	34px	19	75
src/css/main/03-navigation.css		.top-sugestii-panel .ts-category-track	grid-template-columns	42px minmax(0, 1fr) 42px	26px auto 26px	19	75
src/css/main/03-navigation.css		.top-sugestii-panel .ts-category-track	overflow	hidden	visible	19	75
src/css/main/03-navigation.css		.top-sugestii-panel .ts-category-track	border-radius	14px	0	19	75
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-arrow	width	100%	26px	20	76
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-arrow	height	100%	30px	20	76
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-arrow	font-size	20px	18px	20	76
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main	min-width	0	70px	26	81
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main	height	100%	30px	26	81
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main	gap	1px	0	26	81
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main strong	font-size	11px	12px	28	84
src/css/main/03-navigation.css		.top-sugestii-panel .ts-cat-main strong	font-weight	900	800	28	84
